Platform,SPN,User Display Name,Display Types,TIME,Event,Config,Dependency,Access Level (Wintrac),Unit of Measurement,Event log when alarm code(s) set,Event Log When Parameter Changes?,Auto Log at Power ON?,Auto Log at Noon (12:05 PM)?,Additional Reqs,Documentation Notes,Access Level (WinTrac)
Railblazer,0x0001,Software Major Version,Header,FALSE ,0,1,No Dependency,Technician,,,FALSE,FALSE,FALSE,,,
"DEET, Nebula-Galaxy",0x0001,Software Major Version,Header,FALSE,0,1,No Dependency,Technician,,,FALSE,FALSE,FALSE,,,
Railblazer,0x0002,Software Minor Version,Header,FALSE ,0,1,No Dependency,Technician,,,FALSE,FALSE,FALSE,,,
"DEET, Nebula-Galaxy",0x0002,Software Minor Version,Header,FALSE,0,1,No Dependency,Technician,,,FALSE,FALSE,FALSE,,,
Railblazer,0x0003,Software Release Number,Header,FALSE ,0,1,No Dependency,Technician,,,FALSE,FALSE,FALSE,,,
"DEET, Nebula-Galaxy",0x0003,Software Release Number,Header,FALSE,0,1,No Dependency,Technician,,,FALSE,FALSE,FALSE,,,
Railblazer,0x0004,Software Build Number,Header,FALSE ,0,1,No Dependency,Technician,,,FALSE,FALSE,FALSE,,,
"DEET, Nebula-Galaxy",0x0004,Software Build Number,Header,FALSE,0,1,No Dependency,Technician,,,FALSE,FALSE,FALSE,,,
Navigator,0x002D,ECU Engine RPM,Graph and Table,TRUE,0,0,Engine = ECO GOV,,,"7, 33, 48, 616",FALSE,FALSE,FALSE,,,Technician
Railblazer,0x002D,ECU Engine RPM,Graph and Table,TRUE,0,0,Engine = ECO GOV,Technician,,"33, 48, 616",FALSE,FALSE,FALSE,,"P.Carr 21st July 23: since RB does not support alarm code 7, removed alarm code 7 from event log alarms list",
AMT,0x002D,ECU Engine RPM,Graph and Table,TRUE,0,0,Engine = ECO GOV,Technician,Frequencies (RPM),"7, 33, 48, 86, 87, 616",FALSE,FALSE,FALSE,,,
DEET,0x002D,ECU Engine RPM,Graph and Table,TRUE,0,0,Engine = ECO GOV OR Platform = DEET,Technician,,102:672; 102:55,FALSE,FALSE,FALSE,,,
AMT,0x002E,Engine Speed Request,Graph (stepped) and Table (continuous columns),TRUE,0,0,Engine = ECO GOV,Technician,Frequencies (RPM),"33, 616",FALSE,FALSE,FALSE,,"P.Carr 1st Sept 2022 - updated SPN from 0x0181 (not applicable for AMT) to 0x002E (engine speed command)

P.Carr 4th Jan 24 - adding dependency to ensure parameter is not logged for ELENA MT unit models ",
DEET,0x002E,Engine Speed Command,Table Only,TRUE,0,0,No Dependency,Technician,,,FALSE,FALSE,FALSE,,,
Railblazer,0x002E,Engine Speed Command,Graph (stepped) and Table (continuous columns),TRUE,0,0,No Dependency,Technician,,33,FALSE,FALSE,FALSE,,P.Carr 25th July - reviewed with RB team and agreed to make this timed log with graphical stepped view. ,
Navigator,0x0030,Electric Motor RPM,Graph and Table,TRUE,0,0,No Dependency,,,"7, 33, 48, 56, 57, 58, 59, 264, 265, 267, 268, 273, 274, 275, 276, 277, 278, 526, 555",FALSE,FALSE,FALSE,,,Technician
AMT,0x0030,Electric Motor RPM,Graph and Table,TRUE,0,0,No Dependency,Technician,Frequencies (RPM),"7, 33, 36, 48, 56, 57, 58, 59, 86, 87, 264, 265, 267, 268, 273, 274, 275, 276, 277, 278, 526, 555",FALSE,FALSE,FALSE,,,
Railblazer,0x0030,Electric Motor RPM,Graph and Table,TRUE,0,0,No Dependency,Technician,,"33, 48, 56, 57, 58, 59, 264, 265, 267, 268, 273, 274, 275, 276, 277, 278, 526, 555",FALSE,FALSE,FALSE,,"P.Carr 21st July 23: since RB does not support alarm code 7, removed alarm code 7 from event log alarms list",
Nebula-Galaxy,0x0036,Hot Gas Bypass Valve,Table Only,FALSE,1,0,No Dependency,Technician,,45,FALSE,FALSE,FALSE,,,
Nebula-Galaxy,0x0037,Liquid Line Solenoid Zone 2,Table Only,FALSE,1,0,No Dependency,Technician,,67,FALSE,FALSE,FALSE,,,
Nebula-Galaxy,0x0039,Liquid Line Solenoid Zone 1,Table Only,FALSE,1,0,No Dependency,Technician,,67,FALSE,FALSE,FALSE,,,
DEET,0x0042,Safety Spare Output,Table Only,TRUE,0,0,No Dependency,User,,2:10; 42:10; 13:26; 42:93; 42:95; 42:99; 42:236,FALSE,FALSE,FALSE,Need to rename SPN to Compressor Enable,,
Nebula-Galaxy,0x0044,Combo Device On/Off Switch,Table Only,FALSE,1,0,No Dependency,Technician,,265,FALSE,FALSE,FALSE,ComboTrm15,,
Nebula-Galaxy,0x0047,Combo Device 12V DC Supply Voltage,Table and Graph,TRUE,0,0,No Dependency,Technician,Voltage (V),265,FALSE,FALSE,FALSE,ComboTrm30,,
AMT,0x004A,Engine Preheat Output,Table Only,FALSE,1,0,No Dependency,Technician,,15,TRUE,FALSE,FALSE,,Helpful for diagnosing fail to crank issues. ,
Navigator,0x004A,Engine Preheat,Table Only,FALSE,1,0,Engine Type = ECO or Mechanical ,,,,TRUE,FALSE,FALSE,Log event: when engine preheat status changes.,"Helpful for diagnosing fail to crank issues. Will allow for determination of preheat time length

DB - 16th Jan2023 - Updated dependancy column from ""No Dependancy"" to ""Engine Type = ECO or Mechanical"" for PL3 & ELENA",Technician
"DEET, Railblazer",0x004A,Engine Preheat,Table Only,FALSE,1,0,No Dependency,Technician,,,TRUE,FALSE,FALSE,Log event: when engine preheat status changes.,Helpful for diagnosing fail to crank issues. Will allow for determination of preheat time length,
AMT,0x004B,Engine Starter Solenoid Output,Table Only,FALSE,1,0,No Dependency,Technician,,,TRUE,FALSE,FALSE,,,
Navigator,0x004D,Engine Speed Solenoid,Table Only,FALSE,1,0,Engine = MECHANICAL,,,40,TRUE,FALSE,FALSE,Log event: when engine speed solenoid status changes or applicable alarm code sets,,Technician
Nebula-Galaxy,0x004F,Main Heater Contactor Output Zone 1,Table Only,TRUE,0,0,No Dependency,Technician,,317,FALSE,FALSE,FALSE,,,
Nebula-Galaxy,0x0050,Main Heater Contactor Output Zone 2,Table Only,TRUE,0,0,No Dependency,Technician,,317,FALSE,FALSE,FALSE,,,
"DEET, Railblazer",0x0058,Power On,Table Only,FALSE,1,0,No Dependency,User,,,FALSE,TRUE,FALSE, Log event at power on / off,,
Navigator,0x0058,Power On,Table Only,FALSE,1,0,No Dependency,,,,FALSE,TRUE,FALSE, Log event at power on / off,,User
AMT,0x0058,Power On,Table Only,FALSE,1,0,No Dependency,User,,,FALSE,TRUE,FALSE,,,
Navigator,0x0093,Return Control,Graph and Table,TRUE,0,0,No Dependency,,,3,FALSE,FALSE,FALSE,,,User
Nebula-Galaxy,0x0093,Return Air Temperature Zone 1,Table and Graph,TRUE,0,0,No Dependency,User,Temperatures (◦C/◦F ) MT Zone 1,3,FALSE,FALSE,FALSE,,,
DEET,0x0093,Return Control,Graph and Table,TRUE,0,0,No Dependency,User,,1:03,FALSE,FALSE,FALSE,,,
Nebula-Galaxy,0x0093,Return Air Temperature,Table and Graph,TRUE,0,0,No Dependency,User,Temperatures (◦C/◦F ) MT Zone 1,3,FALSE,FALSE,FALSE,,,
Navigator,0x0093,Return Display,Graph and Table,TRUE,0,0,No Dependency,,,,FALSE,FALSE,FALSE,,DB 8th Oct 2024 - Added Return Display to address issue of jumbled columns in the servicewatch download. Dischage Display shall log same data as Discharge Control for PL6,Technician
AMT,0x0093,Return Air Temperature - Zone 1,Graph and Table,TRUE,0,0,No Dependency,User,"Temperatures (◦C/◦F )
MT Zone 1","3, 280",FALSE,FALSE,FALSE,,,
Railblazer,0x0093,Return Control,Graph and Table,TRUE,0,0,No Dependency,User,,3,FALSE,FALSE,FALSE,,,
Nebula-Galaxy,0x0094,Discharge Air Temperature Zone 1,Table and Graph,TRUE,0,0,No Dependency,Technician,Temperatures (◦C/◦F ) MT Zone 1,4,FALSE,FALSE,FALSE,,,
Navigator,0x0094,Discharge Control,Graph and Table,TRUE,0,0,No Dependency,,,4,FALSE,FALSE,FALSE,,,User
Navigator,0x0094,Discharge Display,Graph and Table,TRUE,0,0,No Dependency,,,,FALSE,FALSE,FALSE,,DB 8th Oct 2024 - Added Discharge Display to address issue of jumbled columns in the servicewatch download. Dischage Display shall log same data as Discharge Control for PL6,Technician
DEET,0x0094,Discharge Control,Graph and Table,TRUE,0,0,No Dependency,User,,1:04,FALSE,FALSE,FALSE,,,
Railblazer,0x0094,Discharge Control,Graph and Table,TRUE,0,0,No Dependency,User,,4,FALSE,FALSE,FALSE,,,
AMT,0x0094,Discharge Air Temperature - Zone 1,Graph and Table,TRUE,0,0,No Dependency,User,"Temperatures (◦C/◦F )
MT Zone 1","4, 280",FALSE,FALSE,FALSE,,,
Nebula-Galaxy,0x0094,Discharge Air Temperature,Table and Graph,TRUE,0,0,No Dependency,Technician,Temperatures (◦C/◦F ) MT Zone 1,4,FALSE,FALSE,FALSE,,,
DEET,0x0095,Return Display,Graph and Table,TRUE,0,0,No Dependency,Technician,,0.182638889,FALSE,FALSE,FALSE,,,
Railblazer,0x0095,Return Display,Graph and Table,TRUE,1,0,No Dependency,Technician,,203,FALSE,FALSE,FALSE,,,
Nebula-Galaxy,0x0095,Return Air Temperature Zone 2,Table and Graph,TRUE,0,0,No Dependency,User,Temperatures (◦C/◦F )MT Zone 2,3,FALSE,FALSE,FALSE,,,
Railblazer,0x0096,Discharge Display,Graph and Table,TRUE,1,0,No Dependency,Technician,,204,FALSE,FALSE,FALSE,,,
Nebula-Galaxy,0x0096,Coolant Water Temperature Sensor,Table and Graph,TRUE,0,0,No Dependency,Technician,Temperatures (◦C/◦F ) MT Zone 1,206,FALSE,FALSE,FALSE,WaterTempSensor,,
DEET,0x0096,Discharge Display,Graph and Table,TRUE,0,0,No Dependency,Technician,,0.183333333,FALSE,FALSE,FALSE,,,
DEET,0x0097,Evaporator Coil,Graph and Table,TRUE,0,0,No Dependency,User,,1:2; 42:9,FALSE,FALSE,FALSE,,,
Nebula-Galaxy,0x0097,Evaporator Coil Temperature,Table and Graph,TRUE,0,0,No Dependency,User,Temperatures (◦C/◦F ) MT Zone 1,"2, 9",FALSE,FALSE,FALSE,,,
Navigator,0x0097,Evaporator Coil,Graph and Table,TRUE,0,0,No Dependency,,,"2, 9",FALSE,FALSE,FALSE,,,User
Nebula-Galaxy,0x0097,Evaporator Coil Temperature Zone 1,Table and Graph,TRUE,0,0,No Dependency,User,Temperatures (◦C/◦F ) MT Zone 1,"2, 9",FALSE,FALSE,FALSE,,,
Railblazer,0x0097,Evaporator Coil,Graph and Table,TRUE,0,0,No Dependency,User,,"2, 9",FALSE,FALSE,FALSE,,,
AMT,0x0097,Evaporator Coil Temperature - Zone 1,Graph and Table,TRUE,0,0,No Dependency,User,"Temperatures (◦C/◦F )
MT Zone 1","2, 9, 280",FALSE,FALSE,FALSE,,,
Nebula-Galaxy,0x0098,Ambient Temperature,Table and Graph,TRUE,0,0,No Dependency,User,Temperatures (◦C/◦F ) MT Zone 1,"5, 10",FALSE,FALSE,FALSE,,,
AMT,0x0098,Ambient Temperature,Graph and Table,TRUE,0,0,No Dependency,User,"Temperatures (◦C/◦F )
MT Zone 1","5, 10",FALSE,FALSE,FALSE,,,
Railblazer,0x0098,Ambient Temperature,Graph and Table,TRUE,0,0,No Dependency,User,,5,FALSE,FALSE,FALSE,,,
DEET,0x0098,Ambient,Graph and Table,TRUE,0,0,No Dependency,User,,1:05,FALSE,FALSE,FALSE,,,
Navigator,0x0098,Ambient,Graph and Table,TRUE,0,0,No Dependency,,,5,FALSE,FALSE,FALSE,,,User
Nebula-Galaxy,0x0099,Drain Pan Temperature,Table and Graph,TRUE,0,0,No Dependency,Technician,,202,FALSE,FALSE,FALSE,,,
DEET,0x009A,Refrigerant Discharge Temperature,Graph and Table,TRUE,0,0,No Dependency,,,42:80; 10:121,FALSE,FALSE,FALSE,,,
Nebula-Galaxy,0x009A,Compressor Discharge Temperature,Table and Graph,TRUE,0,0,No Dependency,Technician,"Temperatures (◦C/◦F )
MT Zone 2","80, 121",FALSE,FALSE,FALSE,,,
AMT,0x009B,Compressor Suction Pressure,Graph and Table,TRUE,0,0,No Dependency,Technician,Pressures (PSI/Bar),"87, 89",FALSE,FALSE,FALSE,,,
Navigator,0x009B,Suction Pressure,Graph and Table,TRUE,0,0,No Dependency,,,"87, 89",FALSE,FALSE,FALSE,,,Technician
Nebula-Galaxy,0x009B,Compressor Suction Pressure,Table and Graph,TRUE,0,0,No Dependency,Technician,Pressures (PSI/Bar),"87, 89,93,95,99",FALSE,FALSE,FALSE,,,
Railblazer,0x009B,Suction Pressure,Graph and Table,TRUE,0,0,No Dependency,Technician,,"87, 89",FALSE,FALSE,FALSE,,,
DEET,0x009B,Suction Pressure,Graph and Table,TRUE,0,0,No Dependency,Technician,,2:87; 34:89; 42:93; 42:95; 42:99; 42:236,FALSE,FALSE,FALSE,,,
Railblazer,0x009C,Discharge Pressure,Graph and Table,TRUE,0,0,No Dependency,Technician,,"10, 86",FALSE,FALSE,FALSE,,,
DEET,0x009C,Discharge Pressure,Graph and Table,TRUE,0,0,No Dependency,Technician,,2:10; 42:10; 2:86; 42:93; 42:95; 42:99; 42:236,FALSE,FALSE,FALSE,,,
AMT,0x009C,Compressor Discharge Pressure,Graph and Table,TRUE,0,0,No Dependency,Technician,Pressures (PSI/Bar),"10, 86",FALSE,FALSE,FALSE,,,
Navigator,0x009C,Discharge Pressure,Graph and Table,TRUE,0,0,No Dependency,,,"10, 86",FALSE,FALSE,FALSE,,,Technician
Nebula-Galaxy,0x009C,Compressor Discharge Pressure,Table and Graph,TRUE,0,0,No Dependency,Technician,Pressures (PSI/Bar),"10, 86,93,95,99",FALSE,FALSE,FALSE,,,
Railblazer,0x00A1,ETV Current Position,Table Only,TRUE,0,0,No Dependency,Technician,,"87, 89",FALSE,FALSE,FALSE,,,
Navigator,0x00A1,ETV Position,Table Only,TRUE,0,0,No Dependency,,,"87, 89",FALSE,FALSE,FALSE,,,Technician
AMT,0x00A1,ETV Current Position,Table Only,TRUE,0,0,No Dependency,Technician,,"86, 87, 89",FALSE,FALSE,FALSE,,,
DEET,0x00A1,ETV Position,Table Only,TRUE,0,0,No Dependency,Technician,,2:87; 34:89; 2:10; 42:10; 2:86; 42:93; 42:95; 42:99; 42:236,FALSE,FALSE,FALSE,,,
AMT,0x00AA,Engine Oil Pressure Switch,Table Only,FALSE,1,0,No Dependency,Technician,,"19 , 31, 66",FALSE,FALSE,FALSE,,,
Navigator,0x00AA,Engine Oil Pressure Switch,Table Only,FALSE,1,0,No Dependency,,,"19 , 31",FALSE,FALSE,FALSE,Log when applicable alarm code is set,,Technician
Nebula-Galaxy,0x00AB,High Pressure Cut Out,Table Only,FALSE,1,0,No Dependency,Technician,,10,FALSE,FALSE,FALSE,,,
Navigator,0x00AB,High Pressure Cut Out ,Table Only,FALSE,1,0,No Dependency,,,"10, 86",TRUE,FALSE,FALSE,Log when applicable alarm code is set OR log event whenever parameter value changes,,Technician
AMT,0x00AB,High Pressure Cut Out ,Table Only,FALSE,1,0,No Dependency,Technician,,"10, 86",TRUE,FALSE,FALSE,,,
DEET,0x00AB,High Pressure Cut Out ,Table Only,FALSE,1,0,No Dependency,Technician,,2:10; 42:10; 2:86,TRUE,FALSE,FALSE,Log when applicable alarm code is set OR log event whenever parameter value changes,,
Railblazer,0x00AB,High Pressure Cut Out ,Table Only,FALSE,1,0,No Dependency,Technician,,"10, 86",TRUE,FALSE,FALSE,Log when applicable alarm code is set OR log event whenever parameter value changes,,
AMT,0x00AC,Oil Level,Table Only,FALSE,1,0,Engine = ECO GOV,Technician,,"19, 31, 66, 63",TRUE,FALSE,FALSE,,"P.Carr 26th August 2024: 
added dependency to event log only when engine selection is ECO GOV. ",
Navigator,0x00AC,Oil Level,Table Only,FALSE,1,0,Engine Type = ECO or Mechanical ,,,"66, 31, 63, ",TRUE,FALSE,FALSE,Event log: when Oil level status changes,"DB - 16th Jan2023 - Updated dependancy column from ""No Dependancy"" to ""Engine Type = ECO or Mechanical"" for PL3 & ELENA",Technician
Navigator,0x00AE,Electric Standby Motor Overload,Table Only,FALSE,1,0,No Dependency,,,"36, 266, 90",TRUE,FALSE,FALSE,Event log: when EOL status changes,,Technician
Railblazer,0x00AE,Electric Standby Motor Overload,Table Only,FALSE,1,0,No Dependency,Technician,,"36, 266, 90",TRUE,FALSE,FALSE,Event log: when EOL status changes,,
AMT,0x00AE,Electric Standby Motor Overload,Table Only,FALSE,1,0,No Dependency,Technician,,"36, 266, 90",TRUE,FALSE,FALSE,,,
Railblazer,0x00AF,Electric Ready,Table Only,FALSE,1,0,No Dependency,Technician,,"36, 266, 91",TRUE,FALSE,FALSE,Log Event: when ER status changes,,
Navigator,0x00AF,Electric Ready,Table Only,FALSE,1,0,No Dependency,,,"36, 266, 91",TRUE,FALSE,FALSE,Log Event: when ER status changes,,Technician
AMT,0x00AF,Electric Ready,Table Only,FALSE,1,0,No Dependency,Technician,,"36, 266, 91",TRUE,FALSE,FALSE,,,
DEET,0x00AF,Electric Ready,Table Only,FALSE,1,0,No Dependency,Technician,,33:91; 33:366,TRUE,FALSE,FALSE,Log Event: when ER status changes,,
DEET,0x00B1,Engine Coolant Level Switch,Table Only,TRUE,0,0,No Dependency,Technician,,102:37:00,FALSE,FALSE,FALSE,,,
Railblazer,0x00B1,Engine Coolant Level Switch,Table Only,FALSE ,1,0,No Dependency,Technician,,102:37:00,FALSE,FALSE,FALSE,,,
Railblazer,0x00B2,Service Switch,Table Only,FALSE ,1,0,No Dependency,User,,"89, 10, 272, 631",FALSE,FALSE,FALSE,,,
AMT,0x00B2,Service Switch,Table Only,FALSE,1,0,No Dependency,User,,"89, 10, 272, 631",TRUE,FALSE,FALSE,,16 Aug 22 - removed code 270 from list of alarm codes which result in event log. Related to Defect ID 2276,
DEET,0x00B2,Service Switch,Table Only,TRUE,0,0,No Dependency,Technician,,,FALSE,FALSE,FALSE,,,
Nebula-Galaxy,0x00B3,Heater Limit Switch Feedback Zone 1,Table Only,TRUE,0,0,No Dependency,Technician,,201,FALSE,FALSE,FALSE,,,
Nebula-Galaxy,0x00B6,Heater Limit Switch Feedback Zone 2,Table Only,TRUE,0,0,No Dependency,Technician,,201,FALSE,FALSE,FALSE,,,
Navigator,0x00B8,Engine Coolant Temperature,Graph and Table,TRUE,0,0,Engine = MECHANICAL,,,"6, 18, 63",FALSE,FALSE,FALSE,,Coolant temperature if engine is MECHANICAL,Technician
Navigator,0x00BB,Shunt Current,Graph and Table,TRUE,0,0,No Dependency,,,"40, 45, 52, 61",FALSE,FALSE,FALSE,,,Technician
DEET,0x00BB,Shunt Current,Graph and Table,TRUE,0,0,No Dependency,Technician,,10:45; 10:53; 34:89; 10:121; 24:529; 102:816,FALSE,FALSE,FALSE,,,
AMT,0x00BB,Shunt Current,Graph and Table,TRUE,0,0,No Dependency,Technician,Currents (A),"15, 45, 52, 61, 67, 105, 106, 107, 110, 112, 143, 265",FALSE,FALSE,FALSE,,,
Railblazer,0x00BB,Shunt Current,Graph and Table,TRUE,0,0,No Dependency,Technician,,"45, 52, 61",FALSE,FALSE,FALSE,,"P.Carr 21st July 23: since RB does not support alarm code 40, removed alarm code 40 from event log alarms list",
Navigator,0x00BC,Battery Voltage,Graph and Table,TRUE,0,0,No Dependency,,,"40, 45, 52, 61, 265",FALSE,FALSE,FALSE,,,Technician
Nebula-Galaxy,0x00BC,TRU Battery Voltage Reported by Synergy,Table and Graph,TRUE,0,0,No Dependency,Technician,Voltage (V),61,FALSE,FALSE,FALSE,,,
AMT,0x00BC,Battery Voltage,Graph and Table,TRUE,0,0,No Dependency,Technician,Voltage (V),"15, 45, 52, 61, 67, 105, 106, 107, 110, 112, 143, 265, 522",FALSE,FALSE,FALSE,,,
DEET,0x00BC,Battery Voltage,Graph and Table,TRUE,0,0,No Dependency,Technician,,10:45; 10:53; 14:61; 34:89; 10:121; 24:529; 102:816; 216:520; 216:545,FALSE,FALSE,FALSE,,,
Railblazer,0x00BC,Battery Voltage,Graph and Table,TRUE,0,0,No Dependency,Technician,,"45, 52, 61, 265",FALSE,FALSE,FALSE,,"P.Carr 21st July 23: since RB does not support alarm code 40, removed alarm code 40 from event log alarms list",
AMT,0x00BD,Battery Current - Raw,Graph and Table,TRUE,0,0,No Dependency,Technician,Currents (A),"15, 45, 52, 61, 67, 105, 106, 107, 110, 112, 143, 522",FALSE,FALSE,FALSE,,Raw Unfiltered Battery Current,
Navigator,0x00BD,Battery Current,Graph and Table,TRUE,0,0,No Dependency,,,"40, 45, 52, 61",FALSE,FALSE,FALSE,,,Technician
DEET,0x00BD,Battery Current,Graph and Table,TRUE,0,0,No Dependency,Technician,,10:45; 10:53; 34:89; 10:121; 24:529; 102:816,FALSE,FALSE,FALSE,,,
Railblazer,0x00BD,Battery Current,Graph and Table,TRUE,0,0,No Dependency,Technician,," 45, 52, 61",FALSE,FALSE,FALSE,,"P.Carr 21st July 23: since RB does not support alarm code 40, removed alarm code 40 from event log alarms list",
Navigator,0x00BF,ETV State,Table Only,TRUE,0,0,No Dependency,,,89,FALSE,FALSE,FALSE,Log Enumeration only - not descriptor,,Engineering
Railblazer,0x00BF,ETV State,Table Only,TRUE,0,0,No Dependency,Engineering,,89,FALSE,FALSE,FALSE,Log Enumeration only - not descriptor,,
DEET,0x00BF,ETV State,Table Only,TRUE,0,0,No Dependency,Engineering,,34:89,FALSE,FALSE,FALSE,Log Enumeration only - not descriptor,,
Navigator,0x00C1,ECU Coolant Temperature,Graph and Table,TRUE,0,0,Engine = ECO GOV,,,"6, 18, 63",FALSE,FALSE,FALSE,,Coolant temperature if engine is ECO GOV,Technician
DEET,0x00C1,ECU Coolant Temperature,Graph and Table,TRUE,0,0,Engine = ECO GOV OR Platform = DEET,Technician,,11:18; 102:604; 102:704,FALSE,FALSE,FALSE,,Coolant temperature if engine is ECO GOV,
AMT,0x00C1,ECU Coolant Temperature,Graph and Table,TRUE,0,0,Engine = ECO GOV,Technician,"Temperatures (◦C/◦F )
MT Zone 1","6, 18, 63",FALSE,FALSE,FALSE,,Coolant temperature if engine is ECO GOV,
Railblazer,0x00C1,ECU Coolant Temperature,Graph and Table,TRUE,0,0,Engine = ECO GOV,Technician,,"18, 63, 604, 704",FALSE,FALSE,FALSE,,"Coolant temperature if engine is ECO GOV
P.Carr 21st July 23: since RB does not support alarm code 6, removed alarm code 6 from event log alarms list. Adding alarms 604 and 704 as replacements (water temp. sensor fault)",
AMT,0x00C2,Engine ECU Temperature,Table Only,FALSE,1,0,Engine = ECO GOV,Technician,,629,FALSE,FALSE,FALSE,,,
Navigator,0x00C2,Engine ECU Temperature,Table Only,FALSE,1,0,Engine = ECO GOV,,,629,FALSE,FALSE,FALSE,Event log whenever alarm code 629 is set,,Technician
DEET,0x00C5,ECU Preheat State,Table Only,FALSE,1,0,Engine = ECO GOV OR Platform = DEET,Technician,,102:816,TRUE,FALSE,FALSE,Event log whenever state changes or applicable alarm code is set. ,,
AMT,0x00C5,ECU Preheat State,Table Only,FALSE,1,0,Engine = ECO GOV,Technician,,15,TRUE,FALSE,FALSE,,,
Navigator,0x00C5,ECU Preheat State,Table Only,FALSE,1,0,Engine = ECO GOV,,,15,TRUE,FALSE,FALSE,Event log whenever state changes or applicable alarm code is set. ,,Technician
DEET,0x00C6,ECU Engine Operating State,Table Only,FALSE,1,0,Engine = ECO GOV OR Platform = DEET,Engineering,,102:63,TRUE,FALSE,FALSE,Event log whenever state changes or applicable alarm code is set. ,,
Navigator,0x00C6,ECU Engine Operating State,Table Only,FALSE,1,0,Engine = ECO GOV,,,"17, 20, 63",TRUE,FALSE,FALSE,Event log whenever state changes or applicable alarm code is set. ,,Engineering
AMT,0x00C6,ECU Engine State,Table Only,FALSE,1,0,Engine = ECO GOV,Technician,,"17, 20, 63",TRUE,FALSE,FALSE,,,
DEET,0x00C7,ECU Engine % Load,Table Only,TRUE,0,0,Engine = ECO GOV OR Platform = DEET,Technician,,,FALSE,FALSE,FALSE,,,
AMT,0x00C7,ECU Engine % Load,Table Only,TRUE,0,0,Engine = ECO GOV,Technician,,,FALSE,FALSE,FALSE,,,
Railblazer,0x00C7,ECU Engine % Load,Table Only,TRUE,0,0,Engine = ECO GOV,Technician,,,FALSE,FALSE,FALSE,,,
Navigator,0x00C7,ECU Engine % Load,Table Only,TRUE,0,0,Engine = ECO GOV,,,,FALSE,FALSE,FALSE,,,Technician
Navigator,0x00CE,Timed Defrost,Table Only,FALSE,1,0,No Dependency,,,,TRUE,FALSE,FALSE, Log event if parameter value changes. ,Event log which indicates defrost request,User
AMT,0x00CE,Timed Defrost - Zone 1,Table Only,FALSE,1,0,No Dependency,User,,,TRUE,FALSE,FALSE,,Event log which indicates defrost request,
"DEET, Railblazer",0x00CE,Timed Defrost,Table Only,FALSE,1,0,No Dependency,User,,,TRUE,FALSE,FALSE, Log event if parameter value changes. ,Event log which indicates defrost request,
AMT,0x00CF,Manual Defrost - Zone 1,Table Only,FALSE,1,0,No Dependency,User,,,TRUE,FALSE,FALSE,,Event log which indicates defrost request,
"DEET, Railblazer",0x00CF,Manual Defrost,Table Only,FALSE,1,0,No Dependency,User,,,TRUE,FALSE,FALSE, Log event if parameter value changes. ,Event log which indicates defrost request,
Navigator,0x00CF,Manual Defrost,Table Only,FALSE,1,0,No Dependency,,,,TRUE,FALSE,FALSE, Log event if parameter value changes. ,Event log which indicates defrost request,User
AMT,0x00D0,Low Coil Temperature Demand Defrost - Zone 1,Table Only,FALSE,1,0,No Dependency,User,,,TRUE,FALSE,FALSE,,Event log which indicates defrost request,
Navigator,0x00D0,Low Coil Temperature Demand Defrost,Table Only,FALSE,1,0,No Dependency,,,,TRUE,FALSE,FALSE,Log event if parameter value changes. ,Event log which indicates defrost request,User
"DEET, Railblazer",0x00D0,Low Coil Temperature Demand Defrost,Table Only,FALSE,1,0,No Dependency,User,,,TRUE,FALSE,FALSE, Log event if parameter value changes. ,Event log which indicates defrost request,
AMT,0x00D1,Variable Temp. Differential Demand Defrost - Zone 1,Table Only,FALSE,1,0,No Dependency,User,,,TRUE,FALSE,FALSE,,Event log which indicates defrost request,
Navigator,0x00D1,Variable Temp. Differential Demand Defrost,Table Only,FALSE,1,0,No Dependency,,,,TRUE,FALSE,FALSE, Log event if parameter value changes. ,Event log which indicates defrost request,User
"DEET, Railblazer",0x00D1,Variable Temp. Differential Demand Defrost,Table Only,FALSE,1,0,No Dependency,User,,,TRUE,FALSE,FALSE, Log event if parameter value changes. ,Event log which indicates defrost request,
"DEET, Railblazer",0x00D2,Modulation Demand Defrost,Table Only,FALSE,1,0,No Dependency,User,,,TRUE,FALSE,FALSE, Log event if parameter value changes. ,Event log which indicates defrost request,
AMT,0x00D2,Modulation Demand Defrost - Zone 1,Table Only,FALSE,1,0,No Dependency,User,,,TRUE,FALSE,FALSE,,Event log which indicates defrost request,
Navigator,0x00D2,Modulation Demand Defrost,Table Only,FALSE,1,0,No Dependency,,,,TRUE,FALSE,FALSE, Log event if parameter value changes. ,Event log which indicates defrost request,User
AMT,0x00D3,Coolant Level Switch,Table Only,FALSE,1,0,No Dependency,Technician,,37,FALSE,FALSE,FALSE,,,
Railblazer,0x00EB,System Operating State,Table Only,TRUE,0,0,No Dependency,User,,"21, 22, 23, 24, 26, 32",FALSE,FALSE,FALSE,,,
DEET,0x00EB,System Operating State,Table Only,TRUE,0,0,No Dependency,User,,217:24; 13:26; 13:32;,FALSE,FALSE,FALSE,,,
Navigator,0x00EB,System Operating State,Table Only,TRUE,0,0,No Dependency,,,"21, 22, 23, 24, 26, 32",FALSE,FALSE,FALSE,,,User
