Platform,SPN,User Display Name,Display Types,TIME,Event,Config,Dependency,Access Level (Wintrac),Unit of Measurement,Event log when alarm code(s) set,Event Log When Parameter Changes?,Auto Log at Power ON?,Auto Log at Noon (12:05 PM)?,Additional Reqs,Documentation Notes
AMT,0x07DF,Variable Temp. Differential Demand Defrost - Zone 3,Table Only,False,1.0,0.0,ZoneConfiguration<0xF824> is greater than 2,User,,,True,0.0,0.0,,Event log which indicates defrost request
AMT,0x07E3,Timed Defrost - Zone 3,Table Only,False,1.0,0.0,ZoneConfiguration<0xF824> is greater than 2,User,,,True,0.0,0.0,,Event log which indicates defrost request
AMT,0x07E4,Manual Defrost - Zone 3,Table Only,False,1.0,0.0,ZoneConfiguration<0xF824> is greater than 2,User,,,True,0.0,0.0,,Event log which indicates defrost request
AMT,0x0806,App Fail Status,Table Only,False,1.0,0.0,,Technician,,68,True,0.0,0.0,,"P.Carr 10th May 23: 
Added this parameter to aid in fault diagnosis for field units when code 68 sets. Refer to HPE ID 12992"
Nebula-Galaxy,0x087D,Power Totalizer,Table and Graph,True,0.0,0.0,,Technician,,,,0.0,0.0,,
Nebula-Galaxy,0x091D,Evaporator Fan Current Zone 2,Table and Graph,True,0.0,0.0,,Technician,,112,,0.0,0.0,,
Nebula-Galaxy,0x096C,Pull Down Time Zone 2,Table Only,True,0.0,0.0,,Technician,,,,0.0,0.0,,
Nebula-Galaxy,0x096D,Evaporator Fan Usage Zone 2,Table and Graph,True,0.0,0.0,,Technician,,,,0.0,0.0,,
Nebula-Galaxy,0x096E,Restart Differential Zone 2,Table Only,False,1.0,0.0,,Technician,,,,0.0,0.0,,
Nebula-Galaxy,0x096F,Zone 1 Config,Table Only,False,1.0,0.0,,Technician,,,,0.0,0.0,,
Nebula-Galaxy,0x0970,Zone 2 Config,Table Only,False,1.0,0.0,,Technician,,,,0.0,0.0,,
Nebula-Galaxy,0x09EE,Liquid Line Solenoid Zone 2 Current Drawn,Table and Graph,True,0.0,0.0,,Technician,,67,,0.0,0.0,,
Nebula-Galaxy,0x8005,PDU State,Table Only,False,1.0,0.0,Tru Ignition (0x802F) == True,Technician,,,,0.0,0.0,,
Nebula-Galaxy,0x8006,Chassis Truck State,Table Only,False,1.0,0.0,,Technician,,,,0.0,0.0,,
Nebula-Galaxy,0x8007,PDU HVIL State,Table Only,False,1.0,0.0,,Technician,,869,,0.0,0.0,,
Nebula-Galaxy,0x800B,PDU High Voltage,Table and Graph,True,0.0,0.0,Tru Ignition (0x802F) == True,Technician,Voltage (V),861,,0.0,0.0,,
Nebula-Galaxy,0x8013,Heater SSR Actual Duty Cycle,Table and Graph,False,1.0,0.0,Tru Ignition (0x802F) == True,Technician,,,,0.0,0.0,,
Nebula-Galaxy,0x8014,Heater SSR Temperature,Table and Graph,True,0.0,0.0,Tru Ignition (0x802F) == True,Technician,Temperatures (◦C/◦F ) MT Zone 1,867,,0.0,0.0,,
Nebula-Galaxy,0x8028,Heater Enable,Table Only,False,1.0,0.0,,Technician,,,,0.0,0.0,,
Nebula-Galaxy,0x802A,PDU LV Power Enable,Table Only,False,1.0,0.0,,Technician,,"883, 868",,0.0,0.0,,
Nebula-Galaxy,0x802B,PDU Control PCB Enable,Table Only,False,1.0,0.0,,Technician,,874,,0.0,0.0,,
Nebula-Galaxy,0x802C,TRU HVIL Reset,Table Only,False,1.0,0.0,,Technician,,869,,0.0,0.0,,
Nebula-Galaxy,0x802D,TRU Battery Charging Enable,Table Only,False,1.0,0.0,,Technician,,61,,0.0,0.0,,
Nebula-Galaxy,0x802F,TRU PDU Enable,Table Only,False,1.0,0.0,,Technician,,,,0.0,0.0,,
Nebula-Galaxy,0x8031,ePTO Ignition,Table Only,False,1.0,0.0,,Technician,,,,0.0,0.0,,
Nebula-Galaxy,0x8032,PDU HVP Contactor Status,Table Only,False,1.0,0.0,,Technician,,861,,0.0,0.0,,
Nebula-Galaxy,0x8033,PDU HVN Contactor Status,Table Only,False,1.0,0.0,,Technician,,861,,0.0,0.0,,
Nebula-Galaxy,0x8035,Truck Crash Signal Status,Table Only,False,1.0,0.0,ePTO Ignition (0x8031) == True,Technician,,,,0.0,0.0,,
Nebula-Galaxy,0x8036,PDU Internal Temperature,Table and Graph,True,0.0,0.0,Tru Ignition (0x802F) == True,Technician,Temperatures (◦C/◦F ) MT Zone 1,,,0.0,0.0,,
Nebula-Galaxy,0x8037,PDU Gateway Temperature,Table and Graph,True,0.0,0.0,Tru Ignition (0x802F) == True,Technician,Temperatures (◦C/◦F ) MT Zone 1,,,0.0,0.0,,
Nebula-Galaxy,0x8038,PDU Total Input Current,Table and Graph,True,0.0,0.0,,Technician,Currents (A),,,0.0,0.0,,
Nebula-Galaxy,0x8039,PDU Heater Output Current,Table and Graph,True,0.0,0.0,,Technician,Currents (A),"864, 866",,0.0,0.0,,
Nebula-Galaxy,0x803A,TRU Battery Voltage Reported by PDU,Table and Graph,True,0.0,0.0,,Technician,Voltage (V),61,,0.0,0.0,,
Nebula-Galaxy,0x803B,ePTO Low Voltage,Table and Graph,True,0.0,0.0,ePTO Ignition (0x8031) == True,Technician,Voltage (V),868,,0.0,0.0,,
Nebula-Galaxy,0x805E,PDU 12V Power Ready,Table Only,False,1.0,0.0,Tru Ignition (0x802F) == True,Technician,,"265, 883",,0.0,0.0,,
Nebula-Galaxy,0x8060,Truck HV Battery SOC,Table Only,True,0.0,0.0,,Technician,,61,,0.0,0.0,,
Nebula-Galaxy,0x8061,PDU Total Input Power,Table and Graph,True,0.0,0.0,,Technician,,871,,0.0,0.0,,
Nebula-Galaxy,0x8064,PDU HVP Contactor Enable,Table Only,False,1.0,0.0,Tru Ignition (0x802F) == True,Technician,,861,,0.0,0.0,,
Nebula-Galaxy,0x8065,PDU HVN Contactor Enable,Table Only,False,1.0,0.0,Tru Ignition (0x802F) == True,Technician,,861,,0.0,0.0,,
Nebula-Galaxy,0x8066,PDU Precharging Enable,Table Only,False,1.0,0.0,Tru Ignition (0x802F) == True,Technician,,862,,0.0,0.0,,
Nebula-Galaxy,0x8067,PDU HV HVIL Connector Break,Table Only,False,1.0,0.0,,Technician,,869,,0.0,0.0,,
Nebula-Galaxy,0x8068,PDU Lid Switch HVIL Break,Table Only,False,1.0,0.0,,Technician,,869,,0.0,0.0,,
Nebula-Galaxy,0x8069,PDU LV HVIL Connector Break,Table Only,False,1.0,0.0,,Technician,,869,,0.0,0.0,,
Nebula-Galaxy,0x806A,TRU HVIL State,Table Only,False,1.0,0.0,,Technician,,869,,0.0,0.0,,
Nebula-Galaxy,0x806C,ePTO Current Limit,Table and Graph,True,0.0,0.0,ePTO Ignition (0x8031) == True,Technician,Currents (A),"580, 581, 860",,0.0,0.0,,
Nebula-Galaxy,0x806D,ePTO Power Limit,Table and Graph,True,0.0,0.0,ePTO Ignition (0x8031) == True,Technician,,871,,0.0,0.0,,
Railblazer,0xF80D,Setpoint,Graph (stepped) and Table (continuous columns),TRUE,1.0,0.0,No Dependency,User,,127,,,,,
AMT,0xF80D,Setpoint - Zone 1,Graph (stepped) and Table (continuous columns),True,0.0,0.0,No Dependency,User,"Temperatures (◦C/◦F )
MT Zone 1",127,False,0.0,0.0,,
Navigator,0xF80D,Setpoint,Graph (stepped) and Table (continuous columns),True,1.0,0.0,No Dependency,User,,127,,,,,
Nebula-Galaxy,0xF80D,Setpoint,Table and Graph,True,0.0,0.0,,User,,127,,0.0,0.0,,
Nebula-Galaxy,0xF80D,Setpoint Zone 1,Table and Graph,True,0.0,0.0,,User,,127,,0.0,0.0,,
DEET,0xF812,Mode Selection,Table Only,False,1.0,0.0,,User,,102:66,True,1.0,,Event log whenever function selection changes - log at start up,
Nebula-Galaxy,0xF824,Zone Configuration,Table Only,False,1.0,0.0,,Technician,,,,0.0,0.0,,
DEET,0xF832,Electric Standby Mode,Table Only,True,0.0,0.0,,User,,,,,,,
AMT,0xF833,Engine Selection,Table Only,False,1.0,0.0,No Dependency,Technician,,,True,0.0,0.0,,
Navigator,0xF833,Engine Selection,Table Only,False,1.0,0.0,No Dependency,Technician,,111,True,,,Event log whenever Engine Selection changes or applicable alarm code is set. ,
AMT,0xF838,CS Fresh Cool Null Restart Temperature,Table Only,False,1.0,0.0,No Dependency,Technician,,159,True,1.0,0.0,,
Railblazer,0xF838,CS Fresh Cool Null Restart Temperature,Table Only,False,1.0,0.0,No Dependency,Technician,,159,,1.0,,Event log each time Cycle Sentry Fresh operation is entered (i.e. setpoint change to fresh range or change from continuous to Cycle sentry mode). Event log includes start up if conditions are met. ,
DEET,0xF838,CS Fresh Cool Null Restart Temperature,Table Only,False,1.0,0.0,,Technician,,,,1.0,,Event log each time Cycle Sentry Fresh operation is entered (i.e. setpoint change to fresh range or change from continuous to Cycle sentry mode). Event log includes start up if conditions are met. ,
Navigator,0xF838,CS Fresh Cool Null Restart Temperature,Table Only,False,1.0,0.0,No Dependency,Technician,,159,,,,Event log each time Cycle Sentry Fresh operation is entered (i.e. setpoint change to fresh range or change from continuous to Cycle sentry mode). Event log includes start up if conditions are met. ,
Railblazer,0xF839,CS Frozen Cool Null Restart Temperature,Table Only,False,1.0,0.0,No Dependency,Technician,,159,,1.0,,Event log each time Cycle Sentry Frozen operation is entered (i.e. setpoint change to fresh range or change from continuous to Cycle sentry mode). Event log includes start up if conditions are met. ,
DEET,0xF839,CS Frozen Cool Null Restart Temperature,Table Only,False,1.0,0.0,,Technician,,,,1.0,,Event log each time Cycle Sentry Frozen operation is entered (i.e. setpoint change to fresh range or change from continuous to Cycle sentry mode). Event log includes start up if conditions are met. ,
Navigator,0xF839,CS Frozen Cool Null Restart Temperature,Table Only,False,1.0,0.0,No Dependency,Technician,,159,,,,Event log each time Cycle Sentry Frozen operation is entered (i.e. setpoint change to fresh range or change from continuous to Cycle sentry mode). Event log includes start up if conditions are met. ,
AMT,0xF839,CS Frozen Cool Null Restart Temperature,Table Only,False,1.0,0.0,No Dependency,Technician,,159,True,1.0,0.0,,
AMT,0xF83C,CS Fresh Heat Null Restart Temperature,Table Only,False,1.0,0.0,No Dependency,Technician,,159,True,1.0,0.0,,
DEET,0xF83C,CS Fresh Heat Null Restart Temperature,Table Only,False,1.0,0.0,,Technician,,,,1.0,,Event log each time Cycle Sentry Fresh operation is entered (i.e. setpoint change to fresh range or change from continuous to Cycle sentry mode). Event log includes start up if conditions are met. ,
Navigator,0xF83C,CS Fresh Heat Null Restart Temperature,Table Only,False,1.0,0.0,No Dependency,Technician,,159,,,,Event log each time Cycle Sentry Fresh operation is entered (i.e. setpoint change to fresh range or change from continuous to Cycle sentry mode). Event log includes start up if conditions are met. ,
Railblazer,0xF83C,CS Fresh Heat Null Restart Temperature,Table Only,False,1.0,0.0,No Dependency,Technician,,159,,1.0,,Event log each time Cycle Sentry Fresh operation is entered (i.e. setpoint change to fresh range or change from continuous to Cycle sentry mode). Event log includes start up if conditions are met. ,
Railblazer,0xF83D,CS Frozen Heat Null Restart Temperature,Table Only,False,1.0,0.0,No Dependency,Technician,,159,,1.0,,Event log each time Cycle Sentry Frozen operation is entered (i.e. setpoint change to fresh range or change from continuous to Cycle sentry mode). Event log includes start up if conditions are met. ,
DEET,0xF83D,CS Frozen Heat Null Restart Temperature,Table Only,False,1.0,0.0,,Technician,,,,1.0,,Event log each time Cycle Sentry Frozen operation is entered (i.e. setpoint change to fresh range or change from continuous to Cycle sentry mode). Event log includes start up if conditions are met. ,
Navigator,0xF83D,CS Frozen Heat Null Restart Temperature,Table Only,False,1.0,0.0,No Dependency,Technician,,159,,,,Event log each time Cycle Sentry Frozen operation is entered (i.e. setpoint change to fresh range or change from continuous to Cycle sentry mode). Event log includes start up if conditions are met. ,
AMT,0xF83D,CS Frozen Heat Null Restart Temperature,Table Only,False,1.0,0.0,No Dependency,Technician,,159,True,1.0,0.0,,
AMT,0xF848,Charging Stop Current,Table Only,False,1.0,0.0,DebugControlAlgorithmActive<0x00F0> =  CYCLESENTRY<0>,Technician,,159,False,0.0,0.0,,P.Carr 28th Feb 23: changed SPN dependency from FunctionSelection<0xF812> to DebugControlAlgorithmActive<0x00F0>
Navigator,0xF848,Charging Stop Current,Table Only,False,1.0,0.0,Mode Selection = Cycle Sentry,Engineering,,159,True,,,Log event if parameter value changes. ,
Railblazer,0xF848,Charging Stop Current,Table Only,False,1.0,0.0,Mode Selection = Cycle Sentry,Engineering,,159,True,,, Log event if parameter value changes. ,
AMT,0xF87D,Charging Start Voltage,Table Only,False,1.0,0.0,DebugControlAlgorithmActive<0x00F0> =  CYCLESENTRY<0>,Technician,,159,True,0.0,0.0,,P.Carr 28th Feb 23: changed SPN dependency from FunctionSelection<0xF812> to DebugControlAlgorithmActive<0x00F0>
Navigator,0xF87D,Charging Start Voltage,Table Only,False,1.0,0.0,Mode Selection = Cycle Sentry,Engineering,,159,True,,,Log event if parameter value changes. ,
Railblazer,0xF87D,Charging Start Voltage,Table Only,False,1.0,0.0,Mode Selection = Cycle Sentry,Engineering,,159,True,,, Log event if parameter value changes. ,
AMT,0xF89B,Fuel Level Sensor Configuration,Table Only,False,1.0,0.0,No Dependency,Technician,,98,True,0.0,0.0,,
Railblazer,0xF89C,Compartment Door Switch,Table Only,False,1.0,0.0,No Dependency,User,,108,True,,,Log when applicable alarm code is set OR log event whenever parameter value changes,
Navigator,0xF89C,Compartment Door Switch,Table Only,False,1.0,0.0,No Dependency,User,,108,True,,,Log when applicable alarm code is set OR log event whenever parameter value changes,
AMT,0xF89C,Door Switch Configuration - Zone 1,Table Only,False,1.0,0.0,No Dependency,User,,108,True,0.0,0.0,,
AMT,0xF912,TK Model,Table Only,False,1.0,0.0,No Dependency,Technician,,111,True,0.0,0.0,,
Navigator,0xF912,TK Model,Table Only,False,1.0,0.0,No Dependency,Technician,,111,True,,,Event log whenever Unit/TK Model changes or applicable alarm code is set. ,
Railblazer,0xF912,TK Model,Table Only,False,1.0,0.0,No Dependency,Technician,,111,True,,,Event log whenever Unit/TK Model changes or applicable alarm code is set. ,
AMT,0xF96E,Electric Motor Start Counter,Table Only,False,1.0,0.0,No Dependency,Technician,,,False,0.0,1.0,,
Navigator,0xF96E,Electric Motor Start Counter,Table Only,False,1.0,0.0,No Dependency,Technician,,,,,1.0,Event log conditions: log each day at 12:05 (midday) if control system is on. ,
Railblazer,0xF96E,Electric Motor Start Counter,Table Only,False,1.0,0.0,No Dependency,Technician,,,,,1.0,Event log conditions: log each day at 12:05 (midday) if control system is on. ,
AMT,0xF96F,Diesel Engine Start Counter,Table Only,False,1.0,0.0,Engine = ECO GOV,Technician,,,False,0.0,1.0,,P.Carr 4th Jan 24 - adding dependency to ensure parameter is not logged for ELENA MT unit models 
Navigator,0xF96F,Diesel Engine Start Counter,Table Only,False,1.0,0.0,Engine Type = ECO or Mechanical ,Technician,,,,,1.0,Event log conditions: log each day at 12:05 (midday) if control system is on. ,"DB - 16th Jan2023 - Updated dependancy column from ""No Dependancy"" to ""Engine Type = ECO or Mechanical"" for PL3 & ELENA"
Railblazer,0xF96F,Diesel Engine Start Counter,Table Only,False,1.0,0.0,No Dependency,Technician,,,,,1.0,Event log conditions: log each day at 12:05 (midday) if control system is on. ,
AMT,0xF9CE,Setpoint - Zone 2,Graph (stepped) and Table (continuous columns),True,0.0,0.0,ZoneConfiguration<0xF824> is greater than 1,User,"Temperatures (◦C/◦F )
MT Zone 2",127,False,0.0,0.0,,
Nebula-Galaxy,0xF9CE,Setpoint Zone 2,Table and Graph,True,0.0,0.0,,User,"Temperatures (◦C/◦F )
MT Zone 2",127,,0.0,0.0,,
Nebula-Galaxy,0xF9E8,Discharge Limit,Table Only,False,1.0,0.0,,Technician,,,,0.0,0.0,,
Nebula-Galaxy,0xF9EB,Discharge Control Active,Table Only,False,1.0,0.0,,Technician,,,,0.0,0.0,,
Nebula-Galaxy,0xF9EC,Discharge Control Active Pull Down,Table Only,False,1.0,0.0,,Technician,,,,0.0,0.0,,
Nebula-Galaxy,0xF9EE,Discharge Control Active Recovery,Table Only,False,1.0,0.0,,Technician,,,,0.0,0.0,,
AMT,0xFA01,Zone 1 ON/OFF Status,Table Only,False,1.0,0.0,No Dependency,User,,,True,0.0,0.0,,
AMT,0xFA02,Zone 2 ON/OFF Status,Table Only,False,1.0,0.0,ZoneConfiguration<0xF824> is greater than 1,User,,,True,0.0,0.0,,
AMT,0xFA35,Door Switch Configuration - Zone 2,Table Only,False,1.0,0.0,No Dependency,User,,108,True,0.0,0.0,,
Nebula-Galaxy,0xFAF0,User Max Compressor Speed,Table and Graph,True,0.0,0.0,,Technician,,,,0.0,0.0,,
AMT,0xFB69,Zone 3 ON/OFF Status,Table Only,False,1.0,0.0,ZoneConfiguration<0xF824> is greater than 2,User,,,True,0.0,0.0,,
AMT,0xFB6A,Remote Evap. Type - Zone 3,Table Only,False,1.0,0.0,ZoneConfiguration<0xF824> is greater than 2,Technician,,"52, 67, 110, 112, 143",True,0.0,0.0,,
AMT,0xFB6C,Setpoint - Zone 3,Graph (stepped) and Table (continuous columns),True,0.0,0.0,ZoneConfiguration<0xF824> is greater than 2,User,"Temperatures (◦C/◦F )
MT Zone 3",127,False,0.0,0.0,,
AMT,0xFB83,Door Switch Configuration - Zone 3,Table Only,False,1.0,0.0,No Dependency,User,,108,True,0.0,0.0,,
Nebula-Galaxy,0xFBC9,Chassis Configuration,Table Only,False,0.0,0.0,,Technician,,,,1.0,0.0,,
Nebula-Galaxy,0xFBCA,Chassis Voltage,Table Only,False,0.0,0.0,,Technician,Voltage (V),111,,1.0,0.0,,
Navigator,????,Start of Trip,Table Only,False,1.0,0.0,No Dependency,User,,,,,,Log event if SOT (start of trip) slected,
Railblazer,No,"Can the current for the ""TouchLog"" channel be logged? This was pin HPM J7-8, and we are opening it up for more broad customer use",,,,,,,,,,,,,
Railblazer,No,Engine Break-In Request,Table Only,FALSE ,1.0,0.0,No Dependency,Technician,,Not available,,,,,
Nebula-Galaxy,TBD,Damper Solenoid Current Drawn,Table and Graph,True,0.0,0.0,,Technician,,TBD,,0.0,0.0,,
Nebula-Galaxy,TBD,Zone 1 Total Temperature Control Protection Hours,Table and Graph,False,0.0,0.0,,Technician,,,,0.0,1.0,,
Nebula-Galaxy,TBD,Zone 2 Total Temperature Control Protection Hours,Table and Graph,False,0.0,0.0,,Technician,,,,0.0,1.0,,
Nebula-Galaxy,TBD,Pull Down Time Remaining Zone 2,Table and Graph,True,0.0,0.0,,Technician,,TBD,,0.0,0.0,,
DEET,n/a - model,Engine Break-In Request,Table Only,False,1.0,0.0,,Technician,,,,,,Log event when engine break-in is entered or exited,
DEET,,Engine Break-In Time Completed,Table Only,False,1.0,0.0,,Technician,,,,,,Log completed time when event log for Engine Break-in Status (0x0548) occurs.,
DEET,,Flashload Event and Source,Table Only,False,1.0,0.0,,User,,Flashload,,,,"The Service Watch log shall indicate that a flashload has occurred and also log the source of the flashload.
Flashload via USB = Source: USB FLASH DRIVE
Flashload via Service Tool = Source: WINTRAC
Flashload via FLOTA = Source: TK TELEMATICS",JR 8/5/2021 - updated to add the source of the flashload to be logged in SW
